temperatura,data
29.562000,1461528258.114211
29.625000,1461528259.118163
29.562000,1461528260.122017
29.562000,1461528261.125940
29.562000,1461528262.129836
29.562000,1461528263.140210
29.562000,1461528264.144090
29.562000,1461528265.148031
29.562000,1461528266.151912
29.625000,1461528267.155858
29.562000,1461528268.163231
29.562000,1461528269.165191
29.562000,1461528270.169082
29.625000,1461528271.173419
29.562000,1461528272.177332
29.562000,1461528273.186492
29.625000,1461528274.191424
29.625000,1461528275.196264
29.562000,1461528276.200166
29.562000,1461528277.204078
29.562000,1461528278.213844
29.562000,1461528279.217739
29.562000,1461528280.221629
29.562000,1461528281.225554
29.562000,1461528282.229475
29.562000,1461528283.239219
29.562000,1461528284.243142
29.562000,1461528285.247032
29.562000,1461528286.250948
29.562000,1461528287.254854
29.562000,1461528288.264725
29.562000,1461528289.268518
29.562000,1461528290.278278
29.562000,1461528291.282185
29.562000,1461528292.286088
29.562000,1461528293.291953
29.562000,1461528294.295859
29.562000,1461528295.299779
29.562000,1461528296.303755
29.562000,1461528297.307590
29.562000,1461528298.322496
29.562000,1461528299.327132
29.562000,1461528300.331018
29.562000,1461528301.335008
29.562000,1461528302.338927
29.562000,1461528303.348597
29.562000,1461528304.352510
29.562000,1461528305.356923
29.562000,1461528306.360331
29.562000,1461528307.364228
29.562000,1461528308.377895
29.562000,1461528309.381799
29.562000,1461528310.385714
29.562000,1461528311.389641
29.562000,1461528312.393536
29.562000,1461528313.403287
29.562000,1461528314.407205
29.562000,1461528315.411097
29.562000,1461528316.415002
29.562000,1461528317.418920
29.562000,1461528318.428682
29.562000,1461528319.432593
29.562000,1461528320.442348
29.562000,1461528321.446360
29.562000,1461528322.450155
29.562000,1461528323.459932
29.562000,1461528324.465789
29.562000,1461528325.469699
29.562000,1461528326.473598
29.562000,1461528327.477501
29.562000,1461528328.489228
29.562000,1461528329.493128
29.562000,1461528330.497017
29.562000,1461528331.500954
29.562000,1461528332.504854
29.562000,1461528333.514615
29.562000,1461528334.518520
29.562000,1461528335.522420
29.562000,1461528336.526343
29.562000,1461528337.530245
29.562000,1461528338.540005
29.562000,1461528339.544018
29.562000,1461528340.547912
29.562000,1461528341.551905
29.562000,1461528342.555634
29.562000,1461528343.565389
29.562000,1461528344.569267
29.562000,1461528345.573203
29.562000,1461528346.577354
29.562000,1461528347.581017
29.562000,1461528348.590782
29.562000,1461528349.594696
29.562000,1461528350.598597
29.562000,1461528351.602506
29.562000,1461528352.606405
29.562000,1461528353.612275
29.562000,1461528354.616160
29.562000,1461528355.620087
29.562000,1461528356.623994
29.562000,1461528357.627887
29.562000,1461528358.637844
29.562000,1461528359.641571
29.562000,1461528360.645470
29.562000,1461528361.649397
29.562000,1461528362.659145
29.562000,1461528363.666960
29.562000,1461528364.670951
29.562000,1461528365.674769
29.562000,1461528366.684487
29.562000,1461528367.686483
29.500000,1461528368.696245
29.562000,1461528369.700160
29.562000,1461528370.704323
29.562000,1461528371.713743
29.562000,1461528372.713837
29.562000,1461528373.723589
29.562000,1461528374.727515
29.562000,1461528375.731410
29.562000,1461528376.736078
29.562000,1461528377.739219
29.562000,1461528378.747033
29.562000,1461528379.750937
29.562000,1461528380.754855
29.562000,1461528381.758820
29.562000,1461528382.762659
29.562000,1461528383.772423
29.562000,1461528384.776342
29.562000,1461528385.780242
29.562000,1461528386.784204
29.562000,1461528387.788059
29.562000,1461528388.801946
29.562000,1461528389.805631
29.562000,1461528390.809537
29.562000,1461528391.813505
29.562000,1461528392.817340
29.500000,1461528393.827115
29.562000,1461528394.831026
29.562000,1461528395.834920
29.562000,1461528396.838895
29.562000,1461528397.842739
29.562000,1461528398.858364
29.562000,1461528399.862269
29.562000,1461528400.866177
29.562000,1461528401.870146
29.562000,1461528402.876018
29.562000,1461528403.889586
29.562000,1461528404.894413
29.562000,1461528405.899096
29.562000,1461528406.904223
29.562000,1461528407.908880
29.562000,1461528408.919030
29.562000,1461528409.922831
29.562000,1461528410.927695
29.562000,1461528411.932562
29.562000,1461528412.936461
29.562000,1461528413.942316
29.562000,1461528414.946232
29.562000,1461528415.950137
29.562000,1461528416.954049
29.562000,1461528417.957944
29.562000,1461528418.967914
29.562000,1461528419.971622
29.562000,1461528420.975529
29.562000,1461528421.979446
29.562000,1461528422.983340
29.562000,1461528423.993635
29.562000,1461528424.997546
29.562000,1461528426.000957
29.562000,1461528427.005461
29.562000,1461528428.008755
29.562000,1461528429.022419
29.562000,1461528430.028276
29.562000,1461528431.033211
29.562000,1461528432.038063
29.562000,1461528433.043989
29.562000,1461528434.050313
29.562000,1461528435.053694
29.562000,1461528436.057577
29.562000,1461528437.061658
29.562000,1461528438.067342
29.562000,1461528439.077163
29.562000,1461528440.081012
29.562000,1461528441.084938
29.562000,1461528442.089382
29.562000,1461528443.092791
29.562000,1461528444.098598
29.562000,1461528445.102521
29.562000,1461528446.106393
29.562000,1461528447.110343
29.562000,1461528448.114223
29.562000,1461528449.124014
29.562000,1461528450.127877
29.562000,1461528451.131826
29.562000,1461528452.135728
29.562000,1461528453.139625
29.562000,1461528454.149365
29.562000,1461528455.153304
29.562000,1461528456.160008
29.562000,1461528457.165034
29.562000,1461528458.168911
29.562000,1461528459.176762
29.562000,1461528460.180620
29.562000,1461528461.184563
29.562000,1461528462.188458
29.562000,1461528463.192360
29.562000,1461528464.202114
